[INFO] [1789104761.208126780] [lidar_inertial_odometer]: lidar_inertial_odometer ready (point-to-point ICP)
[INFO] [1789104761.208203779] [lidar_inertial_odometer]:   topics : lidar='/points_raw' imu='/imu_raw'
[INFO] [1789104761.208211864] [lidar_inertial_odometer]:   frames : odom -> imu_link -> velodyne
[INFO] [1789104761.208217803] [lidar_inertial_odometer]:   ring   : selection=all band=[31,63] -> 33/64 ch (dropped 0 above + 31 below)
[INFO] [1789104761.208224988] [lidar_inertial_odometer]:   input  : voxelized points (no normal estimation)
[INFO] [1789104766.731897408] [lidar_inertial_odometer]: static TF imu_link -> velodyne : t=[0.8105 -0.3071 0.8027]
[INFO] [1789104775.163692964] [lidar_inertial_odometer]: odometer initialized (t=1317400964.327)
[lio] initialized at t=1317400964.326695 | |a|=9.843 m/s^2
[lio] t=1317401022.722 | feat 5981/85045 | map  18079 | icp ok  iter 17 corr  5981 rms 0.2550   98.43 ms | p=(  120.97  -340.03  18.54) v=9.58 m/s
[lio] t=1317401022.826 | feat 6104/84828 | map  18079 | icp ok  iter  7 corr  6103 rms 0.3593   41.62 ms | p=(  121.85  -340.52  18.58) v=9.61 m/s [KF]
[lio] t=1317401022.930 | feat 6152/84772 | map  18223 | icp ok  iter  9 corr  6151 rms 0.2742   56.45 ms | p=(  122.71  -340.99  18.63) v=9.50 m/s
[lio] t=1317401023.034 | feat 6120/84811 | map  18223 | icp ok  iter  9 corr  6117 rms 0.2945   54.10 ms | p=(  123.58  -341.47  18.68) v=9.51 m/s [KF]
[lio] t=1317401023.138 | feat 6057/84988 | map  18341 | icp ok  iter  5 corr  6053 rms 0.2215   34.70 ms | p=(  124.45  -341.94  18.72) v=9.48 m/s
[lio] t=1317401023.242 | feat 5867/84989 | map  18341 | icp ok  iter  5 corr  5860 rms 0.2410   37.38 ms | p=(  125.33  -342.42  18.75) v=9.53 m/s [KF]
[lio] t=1317401023.345 | feat 5839/85130 | map  18146 | icp ok  iter  8 corr  5839 rms 0.2151   49.90 ms | p=(  126.20  -342.89  18.79) v=9.49 m/s
[lio] t=1317401023.449 | feat 5756/85211 | map  18146 | icp ok  iter  7 corr  5751 rms 0.2340   40.99 ms | p=(  127.07  -343.35  18.83) v=9.44 m/s [KF]
[lio] t=1317401023.553 | feat 5540/85187 | map  18186 | icp ok  iter  8 corr  5538 rms 0.2330   44.02 ms | p=(  127.94  -343.82  18.88) v=9.43 m/s
[lio] t=1317401023.657 | feat 5437/85164 | map  18186 | icp ok  iter  8 corr  5423 rms 0.2640   42.25 ms | p=(  128.80  -344.28  18.90) v=9.39 m/s [KF]
[lio] t=1317401023.761 | feat 5459/85008 | map  17814 | icp ok  iter  9 corr  5443 rms 0.2324   47.99 ms | p=(  129.67  -344.75  18.96) v=9.40 m/s
[lio] t=1317401023.864 | feat 5355/84906 | map  17814 | icp ok  iter  8 corr  5342 rms 0.2658   46.95 ms | p=(  130.53  -345.21  18.97) v=9.39 m/s [KF]
[lio] t=1317401023.968 | feat 5175/84974 | map  17848 | icp ok  iter  9 corr  5175 rms 0.2232   48.31 ms | p=(  131.39  -345.67  19.00) v=9.34 m/s
[lio] t=1317401024.072 | feat 5127/85056 | map  17848 | icp ok  iter  9 corr  5127 rms 0.2566   49.36 ms | p=(  132.25  -346.13  19.06) v=9.32 m/s [KF]
[lio] t=1317401024.176 | feat 5082/85175 | map  18014 | icp ok  iter 11 corr  5082 rms 0.2261   57.53 ms | p=(  133.10  -346.59  19.11) v=9.28 m/s
[lio] t=1317401024.280 | feat 5093/85197 | map  18014 | icp ok  iter 10 corr  5092 rms 0.2506   54.30 ms | p=(  133.93  -347.04  19.14) v=9.12 m/s [KF]
[lio] t=1317401024.383 | feat 5188/85284 | map  18094 | icp ok  iter 12 corr  5179 rms 0.2181   62.86 ms | p=(  134.78  -347.49  19.16) v=9.17 m/s
[lio] t=1317401024.487 | feat 5186/85195 | map  18094 | icp ok  iter 14 corr  5178 rms 0.2838   69.16 ms | p=(  135.61  -347.93  19.20) v=9.07 m/s [KF]
[lio] t=1317401024.591 | feat 5211/84944 | map  18192 | icp ok  iter 11 corr  5207 rms 0.2739   56.59 ms | p=(  136.45  -348.38  19.22) v=9.08 m/s
[lio] t=1317401024.695 | feat 5209/84714 | map  18192 | icp ok  iter 13 corr  5202 rms 0.3283   70.29 ms | p=(  137.30  -348.83  19.27) v=9.14 m/s [KF]
[lio] t=1317401024.798 | feat 5334/85025 | map  18313 | icp ok  iter  5 corr  5329 rms 0.2514   28.52 ms | p=(  138.13  -349.27  19.30) v=9.04 m/s
[lio] t=1317401024.902 | feat 5258/85014 | map  18313 | icp ok  iter 10 corr  5243 rms 0.3017   50.79 ms | p=(  138.97  -349.71  19.33) v=9.06 m/s [KF]
[lio] t=1317401025.006 | feat 5255/85016 | map  18333 | icp ok  iter  7 corr  5252 rms 0.2325   42.61 ms | p=(  139.81  -350.16  19.34) v=9.10 m/s
[lio] t=1317401025.110 | feat 5255/84219 | map  18333 | icp ok  iter  9 corr  5237 rms 0.3067   47.71 ms | p=(  140.64  -350.61  19.38) v=9.03 m/s [KF]
[lio] t=1317401025.214 | feat 5365/79862 | map  18345 | icp ok  iter 10 corr  5353 rms 0.2655   51.75 ms | p=(  141.48  -351.05  19.41) v=9.05 m/s
[lio] t=1317401025.318 | feat 5242/75745 | map  18345 | icp ok  iter  8 corr  5231 rms 0.2961   45.33 ms | p=(  142.29  -351.48  19.43) v=8.81 m/s [KF]
[lio] t=1317401025.421 | feat 5245/71255 | map  18583 | icp ok  iter  8 corr  5245 rms 0.2970   43.35 ms | p=(  143.09  -351.90  19.47) v=8.66 m/s
[lio] t=1317401025.525 | feat 5410/67767 | map  18583 | icp ok  iter 11 corr  5398 rms 0.3401   64.22 ms | p=(  143.85  -352.31  19.52) v=8.30 m/s [KF]
[lio] t=1317401025.629 | feat 5405/67400 | map  18801 | icp ok  iter 16 corr  5382 rms 0.2740   86.87 ms | p=(  144.65  -352.73  19.54) v=8.43 m/s
[lio] t=1317401025.733 | feat 5380/66795 | map  18801 | icp ok  iter  8 corr  5328 rms 0.3285   53.37 ms | p=(  145.42  -353.15  19.56) v=8.27 m/s [KF]
[lio] t=1317401025.837 | feat 5435/65865 | map  18945 | icp ok  iter 14 corr  5421 rms 0.3184   78.89 ms | p=(  146.15  -353.55  19.56) v=8.01 m/s
[lio] t=1317401025.941 | feat 5478/65145 | map  18945 | icp ok  iter 16 corr  5435 rms 0.3724   89.86 ms | p=(  146.89  -353.96  19.61) v=8.01 m/s [KF]
[lio] t=1317401026.045 | feat 5380/64743 | map  19268 | icp ok  iter 10 corr  5367 rms 0.2482   59.71 ms | p=(  147.63  -354.36  19.64) v=7.93 m/s
[lio] t=1317401026.148 | feat 5300/64642 | map  19268 | icp ok  iter 18 corr  5290 rms 0.2935   95.33 ms | p=(  148.30  -354.73  19.67) v=7.49 m/s [KF]
[lio] t=1317401026.252 | feat 5225/64793 | map  19301 | icp ok  iter 15 corr  5222 rms 0.2459   89.52 ms | p=(  149.04  -355.15  19.70) v=7.85 m/s
[lio] t=1317401026.356 | feat 5143/64511 | map  19301 | icp ok  iter 18 corr  5139 rms 0.2672   91.28 ms | p=(  149.71  -355.52  19.71) v=7.49 m/s [KF]
[lio] t=1317401026.460 | feat 5161/65284 | map  19071 | icp ok  iter 13 corr  5155 rms 0.2683   69.73 ms | p=(  150.41  -355.92  19.75) v=7.54 m/s
[lio] t=1317401026.564 | feat 5063/65116 | map  19071 | icp ok  iter 13 corr  5046 rms 0.2938   67.64 ms | p=(  151.07  -356.34  19.76) v=7.44 m/s [KF]
[lio] t=1317401026.668 | feat 5198/65520 | map  19016 | icp ok  iter 11 corr  5193 rms 0.3051   57.78 ms | p=(  151.72  -356.74  19.80) v=7.28 m/s
[lio] t=1317401026.772 | feat 5095/65842 | map  19016 | icp ok  iter 16 corr  5087 rms 0.3298   84.25 ms | p=(  152.38  -357.14  19.82) v=7.27 m/s [KF]
[lio] t=1317401026.876 | feat 5058/66097 | map  18997 | icp ok  iter  7 corr  5054 rms 0.2950   41.62 ms | p=(  153.00  -357.55  19.86) v=7.09 m/s
[lio] t=1317401026.980 | feat 5118/67072 | map  18997 | icp ok  iter 15 corr  5112 rms 0.3178   79.23 ms | p=(  153.63  -357.96  19.91) v=7.10 m/s [KF]
[lio] t=1317401027.084 | feat 5179/67990 | map  18920 | icp ok  iter  6 corr  5169 rms 0.2726   37.44 ms | p=(  154.22  -358.38  19.94) v=6.96 m/s
[lio] t=1317401027.188 | feat 5173/68430 | map  18920 | icp ok  iter 10 corr  5150 rms 0.3230   54.79 ms | p=(  154.82  -358.80  19.97) v=6.91 m/s [KF]
[lio] t=1317401027.292 | feat 5124/68775 | map  18831 | icp ok  iter 11 corr  5121 rms 0.3286   56.53 ms | p=(  155.40  -359.22  20.00) v=6.81 m/s
[lio] t=1317401027.396 | feat 5056/70777 | map  18831 | icp ok  iter 10 corr  5042 rms 0.3759   51.76 ms | p=(  155.98  -359.65  20.00) v=6.78 m/s [KF]
[lio] t=1317401027.500 | feat 5066/71729 | map  19021 | icp ok  iter  9 corr  5053 rms 0.3245   47.56 ms | p=(  156.53  -360.06  20.04) v=6.55 m/s
[lio] t=1317401027.604 | feat 5098/73045 | map  19021 | icp ok  iter 10 corr  5048 rms 0.3974   53.40 ms | p=(  157.05  -360.48  20.09) v=6.40 m/s [KF]
[lio] t=1317401027.708 | feat 5102/76235 | map  19109 | icp ok  iter 10 corr  5073 rms 0.3476   52.96 ms | p=(  157.57  -360.87  20.11) v=6.15 m/s
[lio] t=1317401027.812 | feat 5174/80139 | map  19109 | icp ok  iter 17 corr  5141 rms 0.3752   87.96 ms | p=(  158.09  -361.29  20.14) v=6.17 m/s [KF]
[lio] t=1317401027.916 | feat 5092/84137 | map  19242 | icp ok  iter 12 corr  5083 rms 0.3146   66.57 ms | p=(  158.56  -361.67  20.16) v=5.82 m/s
[lio] t=1317401028.019 | feat 5154/84939 | map  19242 | icp ok  iter 15 corr  5120 rms 0.3740   76.11 ms | p=(  159.05  -362.06  20.17) v=5.82 m/s [KF]
[lio] t=1317401028.123 | feat 5271/84813 | map  19561 | icp ok  iter  6 corr  5260 rms 0.3407   35.67 ms | p=(  159.49  -362.44  20.20) v=5.52 m/s
[lio] t=1317401028.227 | feat 5306/84704 | map  19561 | icp ok  iter 10 corr  5289 rms 0.4013   50.63 ms | p=(  159.94  -362.79  20.22) v=5.33 m/s [KF]
[lio] t=1317401028.331 | feat 5379/84830 | map  19805 | icp ok  iter  8 corr  5369 rms 0.3152   44.65 ms | p=(  160.35  -363.12  20.22) v=5.05 m/s
[lio] t=1317401028.434 | feat 5568/84831 | map  19805 | icp ok  iter 11 corr  5540 rms 0.4243   62.16 ms | p=(  160.77  -363.46  20.24) v=4.99 m/s [KF]
[lio] t=1317401028.538 | feat 5733/84851 | map  20114 | icp ok  iter  8 corr  5707 rms 0.3516   43.88 ms | p=(  161.18  -363.78  20.25) v=4.82 m/s
[lio] t=1317401028.642 | feat 5980/84885 | map  20114 | icp ok  iter  9 corr  5927 rms 0.4155   51.56 ms | p=(  161.57  -364.10  20.27) v=4.74 m/s [KF]
[lio] t=1317401028.746 | feat 6170/85026 | map  20527 | icp ok  iter  9 corr  6153 rms 0.3276   57.09 ms | p=(  161.94  -364.39  20.28) v=4.46 m/s
[lio] t=1317401028.850 | feat 6370/84875 | map  20527 | icp ok  iter 13 corr  6314 rms 0.4289   78.70 ms | p=(  162.33  -364.68  20.31) v=4.45 m/s
[lio] t=1317401028.953 | feat 6706/84434 | map  20527 | icp ok  iter  8 corr  6543 rms 0.5182   49.17 ms | p=(  162.68  -364.97  20.33) v=4.26 m/s [KF]
[lio] t=1317401029.057 | feat 7027/83708 | map  21617 | icp ok  iter  5 corr  6997 rms 0.4181   37.74 ms | p=(  163.03  -365.23  20.34) v=4.08 m/s
[lio] t=1317401029.161 | feat 7344/82696 | map  21617 | icp ok  iter  7 corr  7266 rms 0.4689   50.35 ms | p=(  163.35  -365.47  20.35) v=3.82 m/s
[lio] t=1317401029.265 | feat 7606/80588 | map  21617 | icp ok  iter  7 corr  7447 rms 0.5552   50.61 ms | p=(  163.66  -365.70  20.36) v=3.55 m/s [KF]
[lio] t=1317401029.368 | feat 7937/78984 | map  22870 | icp ok  iter 11 corr  7887 rms 0.3608   84.26 ms | p=(  163.95  -365.92  20.37) v=3.38 m/s
[lio] t=1317401029.472 | feat 8163/77446 | map  22870 | icp ok  iter  6 corr  8074 rms 0.4210   51.35 ms | p=(  164.22  -366.13  20.39) v=3.11 m/s
[lio] t=1317401029.576 | feat 8436/76328 | map  22870 | icp ok  iter 10 corr  8276 rms 0.4878   82.85 ms | p=(  164.49  -366.33  20.40) v=2.95 m/s [KF]
[lio] t=1317401029.680 | feat 8557/75521 | map  24557 | icp ok  iter 13 corr  8526 rms 0.3305  113.53 ms | p=(  164.71  -366.49  20.42) v=2.55 m/s
[lio] t=1317401029.784 | feat 8781/75034 | map  24557 | icp ok  iter 11 corr  8692 rms 0.3778   97.59 ms | p=(  164.92  -366.65  20.43) v=2.40 m/s
[lio] t=1317401029.887 | feat 9063/74596 | map  24557 | icp ok  iter 10 corr  8894 rms 0.4353   92.69 ms | p=(  165.14  -366.78  20.44) v=2.23 m/s
[lio] t=1317401029.991 | feat 9095/74676 | map  24557 | icp ok  iter 12 corr  8871 rms 0.4866  109.98 ms | p=(  165.34  -366.91  20.44) v=2.14 m/s [KF]
[lio] t=1317401030.095 | feat 9154/74893 | map  26355 | icp ok  iter 13 corr  9133 rms 0.3152  127.80 ms | p=(  165.48  -367.00  20.45) v=1.68 m/s
[lio] t=1317401030.198 | feat 9437/75733 | map  26355 | icp ok  iter 15 corr  9337 rms 0.3994  147.48 ms | p=(  165.66  -367.12  20.46) v=1.77 m/s
[lio] t=1317401030.302 | feat 9641/76576 | map  26355 | icp ok  iter  6 corr  9464 rms 0.4050   54.47 ms | p=(  165.80  -367.21  20.47) v=1.57 m/s
[lio] t=1317401030.406 | feat 9866/77596 | map  26355 | icp ok  iter 10 corr  9597 rms 0.3974   94.98 ms | p=(  165.94  -367.30  20.47) v=1.46 m/s
[lio] t=1317401030.510 | feat 9992/78366 | map  26355 | icp ok  iter  9 corr  9630 rms 0.4153   84.76 ms | p=(  166.08  -367.37  20.47) v=1.40 m/s
[lio] t=1317401030.613 | feat 10226/79057 | map  26355 | icp ok  iter 11 corr  9749 rms 0.4559  102.35 ms | p=(  166.20  -367.42  20.47) v=1.26 m/s [KF]
[lio] t=1317401030.717 | feat 10300/79601 | map  28277 | icp ok  iter 12 corr 10294 rms 0.2586  124.59 ms | p=(  166.30  -367.50  20.48) v=1.21 m/s
[lio] t=1317401030.821 | feat 10429/80729 | map  28277 | icp ok  iter  7 corr 10406 rms 0.3084   89.07 ms | p=(  166.44  -367.55  20.49) v=1.30 m/s
[lio] t=1317401030.925 | feat 10607/81742 | map  28277 | icp ok  iter 13 corr 10535 rms 0.4051  140.71 ms | p=(  166.58  -367.63  20.50) v=1.42 m/s
[lio] t=1317401031.029 | feat 10904/82273 | map  28277 | icp ok  iter 12 corr 10788 rms 0.4275  121.25 ms | p=(  166.70  -367.68  20.51) v=1.29 m/s
[lio] t=1317401031.132 | feat 11076/82561 | map  28277 | icp ok  iter  8 corr 10889 rms 0.4677   85.06 ms | p=(  166.83  -367.74  20.51) v=1.26 m/s
[lio] t=1317401031.236 | feat 11219/82555 | map  28277 | icp ok  iter  6 corr 10996 rms 0.4739   67.29 ms | p=(  166.94  -367.79  20.52) v=1.21 m/s
[lio] t=1317401031.340 | feat 11426/82568 | map  28277 | icp ok  iter  9 corr 11159 rms 0.4886   98.96 ms | p=(  167.07  -367.83  20.52) v=1.26 m/s
[lio] t=1317401031.444 | feat 11351/82267 | map  28277 | icp ok  iter  8 corr 11043 rms 0.5014   92.75 ms | p=(  167.21  -367.86  20.53) v=1.31 m/s [KF]
[lio] t=1317401031.547 | feat 11554/82294 | map  30448 | icp ok  iter 12 corr 11531 rms 0.3626  149.67 ms | p=(  167.34  -367.92  20.55) v=1.42 m/s
[lio] t=1317401031.651 | feat 11724/82288 | map  30448 | icp ok  iter  9 corr 11700 rms 0.4060  107.85 ms | p=(  167.49  -367.96  20.55) v=1.50 m/s
[lio] t=1317401031.755 | feat 11739/82330 | map  30448 | icp ok  iter 11 corr 11701 rms 0.3968  141.90 ms | p=(  167.66  -368.04  20.54) v=1.72 m/s
[lio] t=1317401031.859 | feat 11763/82343 | map  30448 | icp ok  iter 13 corr 11719 rms 0.4293  156.38 ms | p=(  167.82  -368.07  20.54) v=1.70 m/s
[lio] t=1317401031.962 | feat 11882/82296 | map  30448 | icp ok  iter 11 corr 11840 rms 0.4192  140.27 ms | p=(  168.04  -368.10  20.55) v=2.06 m/s
[lio] t=1317401032.066 | feat 11949/82251 | map  30448 | icp ok  iter 13 corr 11885 rms 0.4318  166.49 ms | p=(  168.25  -368.15  20.57) v=2.11 m/s [KF]
[lio] t=1317401032.170 | feat 11958/82057 | map  32762 | icp ok  iter 12 corr 11952 rms 0.3337  152.31 ms | p=(  168.47  -368.17  20.58) v=2.17 m/s
[lio] t=1317401032.273 | feat 12053/82106 | map  32762 | icp ok  iter  6 corr 12050 rms 0.2964   92.86 ms | p=(  168.70  -368.22  20.56) v=2.32 m/s
[lio] t=1317401032.377 | feat 12111/82018 | map  32762 | icp ok  iter 13 corr 12100 rms 0.3216  156.31 ms | p=(  168.96  -368.25  20.58) v=2.53 m/s
[lio] t=1317401032.481 | feat 12174/81702 | map  32762 | icp ok  iter 11 corr 12156 rms 0.3558  140.96 ms | p=(  169.23  -368.24  20.59) v=2.65 m/s
[lio] t=1317401032.584 | feat 12229/81483 | map  32762 | icp ok  iter 13 corr 12210 rms 0.3591  182.46 ms | p=(  169.55  -368.23  20.59) v=2.98 m/s [KF]
[lio] t=1317401032.688 | feat 12201/81524 | map  34476 | icp ok  iter 14 corr 12199 rms 0.2691  185.23 ms | p=(  169.82  -368.25  20.59) v=2.84 m/s
[lio] t=1317401032.792 | feat 12404/81698 | map  34476 | icp ok  iter 12 corr 12401 rms 0.3100  157.59 ms | p=(  170.12  -368.23  20.60) v=2.99 m/s
[lio] t=1317401032.895 | feat 12578/81775 | map  34476 | icp ok  iter 10 corr 12566 rms 0.3256  134.68 ms | p=(  170.45  -368.20  20.60) v=3.22 m/s
[lio] t=1317401032.999 | feat 12697/81703 | map  34476 | icp ok  iter  6 corr 12675 rms 0.3453   82.95 ms | p=(  170.79  -368.15  20.59) v=3.34 m/s [KF]
[lio] t=1317401033.103 | feat 12718/81798 | map  35978 | icp ok  iter 10 corr 12711 rms 0.3143  133.73 ms | p=(  171.14  -368.08  20.60) v=3.52 m/s
[lio] t=1317401033.206 | feat 12782/81774 | map  35978 | icp ok  iter  9 corr 12758 rms 0.2999  120.62 ms | p=(  171.50  -367.99  20.60) v=3.66 m/s
[lio] t=1317401033.310 | feat 12937/81866 | map  35978 | icp ok  iter 11 corr 12895 rms 0.3189  147.45 ms | p=(  171.87  -367.89  20.61) v=3.78 m/s [KF]
[lio] t=1317401033.414 | feat 12921/81770 | map  37213 | icp ok  iter  7 corr 12908 rms 0.2653   98.01 ms | p=(  172.24  -367.76  20.62) v=3.90 m/s
[lio] t=1317401033.517 | feat 12917/81905 | map  37213 | icp ok  iter 11 corr 12869 rms 0.3255  141.16 ms | p=(  172.63  -367.59  20.61) v=4.13 m/s
[lio] t=1317401033.621 | feat 12907/82031 | map  37213 | icp ok  iter  8 corr 12840 rms 0.3474  100.58 ms | p=(  173.02  -367.40  20.62) v=4.33 m/s [KF]
[lio] t=1317401033.725 | feat 12943/82345 | map  38381 | icp ok  iter  7 corr 12935 rms 0.2784  111.40 ms | p=(  173.42  -367.19  20.61) v=4.43 m/s
[lio] t=1317401033.829 | feat 12962/82466 | map  38381 | icp ok  iter 10 corr 12942 rms 0.3032  141.23 ms | p=(  173.82  -366.92  20.60) v=4.71 m/s
[lio] t=1317401033.933 | feat 12822/82680 | map  38381 | icp ok  iter  9 corr 12789 rms 0.3275  131.89 ms | p=(  174.26  -366.65  20.60) v=5.02 m/s [KF]
[lio] t=1317401034.037 | feat 12762/82740 | map  39592 | icp ok  iter 12 corr 12761 rms 0.2629  161.47 ms | p=(  174.67  -366.32  20.61) v=5.20 m/s
[lio] t=1317401034.140 | feat 12778/82656 | map  39592 | icp ok  iter  9 corr 12765 rms 0.3151  151.21 ms | p=(  175.08  -365.97  20.60) v=5.34 m/s [KF]
[lio] t=1317401034.244 | feat 12695/82385 | map  40722 | icp ok  iter 14 corr 12691 rms 0.2589  206.69 ms | p=(  175.50  -365.59  20.60) v=5.58 m/s
[lio] t=1317401034.349 | feat 12695/82196 | map  40722 | icp ok  iter 12 corr 12655 rms 0.3036  176.40 ms | p=(  175.92  -365.17  20.58) v=5.82 m/s [KF]
[lio] t=1317401034.453 | feat 12477/81987 | map  41700 | icp ok  iter  7 corr 12467 rms 0.2672  118.68 ms | p=(  176.36  -364.73  20.58) v=6.10 m/s
[lio] t=1317401034.557 | feat 12316/81705 | map  41700 | icp ok  iter 13 corr 12276 rms 0.3079  172.56 ms | p=(  176.81  -364.25  20.58) v=6.40 m/s [KF]
[lio] t=1317401034.661 | feat 12213/81625 | map  42509 | icp ok  iter  7 corr 12202 rms 0.2924   99.66 ms | p=(  177.26  -363.74  20.56) v=6.59 m/s
[lio] t=1317401034.765 | feat 11962/81683 | map  42509 | icp ok  iter  6 corr 11932 rms 0.3051   88.91 ms | p=(  177.72  -363.23  20.56) v=6.72 m/s [KF]
[lio] t=1317401034.869 | feat 11861/81676 | map  43058 | icp ok  iter  8 corr 11859 rms 0.2514   99.39 ms | p=(  178.18  -362.69  20.55) v=6.95 m/s
[lio] t=1317401034.974 | feat 11787/81599 | map  43058 | icp ok  iter  9 corr 11781 rms 0.2602  123.14 ms | p=(  178.65  -362.12  20.55) v=7.18 m/s [KF]
[lio] t=1317401035.078 | feat 11510/80929 | map  43396 | icp ok  iter  9 corr 11510 rms 0.2439  128.11 ms | p=(  179.11  -361.53  20.54) v=7.35 m/s
[lio] t=1317401035.182 | feat 11393/80897 | map  43396 | icp ok  iter  8 corr 11392 rms 0.2605  118.09 ms | p=(  179.61  -360.91  20.54) v=7.67 m/s [KF]
[lio] t=1317401035.286 | feat 11217/81294 | map  43561 | icp ok  iter 11 corr 11216 rms 0.2330  138.92 ms | p=(  180.09  -360.28  20.54) v=7.74 m/s
[lio] t=1317401035.390 | feat 11031/81075 | map  43561 | icp ok  iter  7 corr 11015 rms 0.2436   96.36 ms | p=(  180.60  -359.63  20.53) v=7.99 m/s [KF]
[lio] t=1317401035.495 | feat 10906/81247 | map  43812 | icp ok  iter  7 corr 10898 rms 0.2251   91.38 ms | p=(  181.10  -358.95  20.53) v=8.19 m/s
[lio] t=1317401035.599 | feat 10740/81014 | map  43812 | icp ok  iter 12 corr 10733 rms 0.2456  140.33 ms | p=(  181.61  -358.29  20.52) v=8.24 m/s [KF]
[lio] t=1317401035.703 | feat 10682/81183 | map  44063 | icp ok  iter  6 corr 10680 rms 0.2306   78.68 ms | p=(  182.14  -357.57  20.51) v=8.57 m/s
[lio] t=1317401035.807 | feat 10412/81250 | map  44063 | icp ok  iter  7 corr 10411 rms 0.2485   77.39 ms | p=(  182.68  -356.85  20.51) v=8.76 m/s [KF]
[lio] t=1317401035.911 | feat 10415/81621 | map  44255 | icp ok  iter  5 corr 10398 rms 0.2413   48.78 ms | p=(  183.23  -356.11  20.50) v=8.94 m/s
[lio] t=1317401036.015 | feat 10375/81927 | map  44255 | icp ok  iter 13 corr 10355 rms 0.2894  146.94 ms | p=(  183.78  -355.38  20.49) v=8.95 m/s [KF]
[lio] t=1317401036.119 | feat 10462/82178 | map  44583 | icp ok  iter 12 corr 10445 rms 0.2402  148.19 ms | p=(  184.35  -354.61  20.49) v=9.23 m/s
[lio] t=1317401036.223 | feat 10577/82257 | map  44583 | icp ok  iter  5 corr 10547 rms 0.2697   57.98 ms | p=(  184.92  -353.83  20.48) v=9.36 m/s [KF]
[lio] t=1317401036.327 | feat 10542/82323 | map  44698 | icp ok  iter  5 corr 10522 rms 0.2536   62.31 ms | p=(  185.49  -353.03  20.47) v=9.51 m/s
[lio] t=1317401036.431 | feat 10394/82018 | map  44698 | icp ok  iter 11 corr 10369 rms 0.3104  123.67 ms | p=(  186.08  -352.24  20.46) v=9.55 m/s [KF]
[lio] t=1317401036.535 | feat 10441/81861 | map  44928 | icp ok  iter  9 corr 10441 rms 0.2528   91.71 ms | p=(  186.66  -351.44  20.45) v=9.59 m/s
[lio] t=1317401036.639 | feat 10576/81458 | map  44928 | icp ok  iter  8 corr 10558 rms 0.2643   83.31 ms | p=(  187.25  -350.63  20.45) v=9.67 m/s [KF]
[lio] t=1317401036.743 | feat 10322/81410 | map  45152 | icp ok  iter 14 corr 10305 rms 0.2525  141.36 ms | p=(  187.84  -349.82  20.44) v=9.71 m/s [KF]
[lio] t=1317401036.847 | feat 10473/81849 | map  45177 | icp ok  iter  5 corr 10464 rms 0.2498   68.65 ms | p=(  188.42  -349.00  20.43) v=9.75 m/s [KF]
[lio] t=1317401036.951 | feat 10514/79651 | map  45276 | icp ok  iter  9 corr 10499 rms 0.2938   92.44 ms | p=(  189.01  -348.17  20.42) v=9.76 m/s [KF]
[lio] t=1317401037.055 | feat 10393/77206 | map  45298 | icp ok  iter  4 corr 10382 rms 0.2487   54.20 ms | p=(  189.60  -347.35  20.42) v=9.76 m/s [KF]
[lio] t=1317401037.159 | feat 9984/74747 | map  45050 | icp ok  iter  7 corr  9982 rms 0.2389   73.49 ms | p=(  190.18  -346.53  20.41) v=9.72 m/s [KF]
[lio] t=1317401037.263 | feat 9786/73225 | map  44568 | icp ok  iter  6 corr  9777 rms 0.2272   61.91 ms | p=(  190.77  -345.70  20.40) v=9.76 m/s [KF]
[lio] t=1317401037.367 | feat 9548/74316 | map  44078 | icp ok  iter  9 corr  9530 rms 0.2401   84.74 ms | p=(  191.36  -344.88  20.38) v=9.75 m/s [KF]
[lio] t=1317401037.471 | feat 9853/75502 | map  43597 | icp ok  iter  7 corr  9851 rms 0.2567   68.78 ms | p=(  191.95  -344.06  20.36) v=9.74 m/s [KF]
[lio] t=1317401037.575 | feat 10243/79768 | map  43263 | icp ok  iter  6 corr 10241 rms 0.2447   67.56 ms | p=(  192.53  -343.25  20.36) v=9.66 m/s [KF]
[lio] t=1317401037.679 | feat 10463/79827 | map  42857 | icp ok  iter  8 corr 10462 rms 0.2444   87.26 ms | p=(  193.12  -342.43  20.35) v=9.66 m/s [KF]
[lio] t=1317401037.783 | feat 10718/79672 | map  42297 | icp ok  iter  6 corr 10713 rms 0.2460   71.56 ms | p=(  193.71  -341.61  20.34) v=9.65 m/s [KF]
[lio] t=1317401037.887 | feat 10965/79173 | map  41752 | icp ok  iter  8 corr 10960 rms 0.2738   90.95 ms | p=(  194.29  -340.80  20.32) v=9.65 m/s [KF]
[lio] t=1317401037.991 | feat 10818/78583 | map  41375 | icp ok  iter  4 corr 10818 rms 0.2616   49.49 ms | p=(  194.88  -339.98  20.31) v=9.64 m/s [KF]
[lio] t=1317401038.095 | feat 10732/77940 | map  40963 | icp ok  iter  6 corr 10731 rms 0.2529   64.93 ms | p=(  195.46  -339.16  20.30) v=9.66 m/s [KF]
[lio] t=1317401038.199 | feat 9679/75398 | map  40520 | icp ok  iter  8 corr  9670 rms 0.2533   83.60 ms | p=(  196.05  -338.35  20.29) v=9.67 m/s [KF]
[lio] t=1317401038.303 | feat 9192/74298 | map  39974 | icp ok  iter  5 corr  9187 rms 0.2428   50.47 ms | p=(  196.63  -337.54  20.27) v=9.60 m/s
