[INFO] [1789104081.553537444] [lidar_inertial_odometer]: lidar_inertial_odometer ready (point-to-plane ICP)
[INFO] [1789104081.553613840] [lidar_inertial_odometer]:   topics : lidar='/points_raw' imu='/imu_raw'
[INFO] [1789104081.553622125] [lidar_inertial_odometer]:   frames : odom -> imu_link -> velodyne
[INFO] [1789104081.553628363] [lidar_inertial_odometer]:   ring   : selection=all band=[31,63] -> 33/64 ch (dropped 0 above + 31 below)
[INFO] [1789104081.553635722] [lidar_inertial_odometer]:   normal : neighborhood_pca
[INFO] [1789104087.081139235] [lidar_inertial_odometer]: static TF imu_link -> velodyne : t=[0.8105 -0.3071 0.8027]
[INFO] [1789104095.514447028] [lidar_inertial_odometer]: odometer initialized (t=1317400964.327)
[lio] initialized at t=1317400964.326695 | |a|=9.843 m/s^2
[lio] t=1317401007.142 | feat 2241/6332 | map   9671 | icp ok  iter  4 corr  1947 rms 0.0435    9.40 ms | p=(   38.79  -249.27  10.29) v=9.34 m/s [KF]
[lio] t=1317401007.246 | feat 2245/6363 | map   9596 | icp ok  iter  3 corr  1986 rms 0.0459    7.53 ms | p=(   39.36  -250.07  10.32) v=9.32 m/s
[lio] t=1317401007.350 | feat 2200/6352 | map   9596 | icp ok  iter  4 corr  1935 rms 0.0644   10.69 ms | p=(   39.93  -250.85  10.37) v=9.31 m/s [KF]
[lio] t=1317401007.453 | feat 2078/6279 | map   9616 | icp ok  iter  4 corr  1800 rms 0.0519    9.52 ms | p=(   40.50  -251.63  10.40) v=9.23 m/s
[lio] t=1317401007.557 | feat 2058/6314 | map   9616 | icp ok  iter  3 corr  1747 rms 0.0752    7.05 ms | p=(   41.07  -252.42  10.44) v=9.28 m/s [KF]
[lio] t=1317401007.661 | feat 2128/6205 | map   9696 | icp ok  iter  5 corr  1796 rms 0.0722   11.91 ms | p=(   41.65  -253.22  10.49) v=9.41 m/s
[lio] t=1317401007.765 | feat 2127/6145 | map   9696 | icp ok  iter  4 corr  1802 rms 0.0897   10.55 ms | p=(   42.20  -253.97  10.53) v=9.09 m/s [KF]
[lio] t=1317401007.869 | feat 2002/6003 | map   9827 | icp ok  iter  4 corr  1692 rms 0.0536    9.20 ms | p=(   42.77  -254.77  10.56) v=9.28 m/s
[lio] t=1317401007.972 | feat 2105/6030 | map   9827 | icp ok  iter  5 corr  1715 rms 0.0960   11.90 ms | p=(   43.32  -255.56  10.60) v=9.21 m/s [KF]
[lio] t=1317401008.076 | feat 2125/6086 | map   9968 | icp ok  iter  4 corr  1784 rms 0.0584    9.99 ms | p=(   43.89  -256.34  10.65) v=9.22 m/s
[lio] t=1317401008.180 | feat 2138/6163 | map   9968 | icp ok  iter  4 corr  1744 rms 0.0482    8.99 ms | p=(   44.43  -257.13  10.67) v=9.16 m/s [KF]
[lio] t=1317401008.284 | feat 2039/6227 | map  10076 | icp ok  iter  4 corr  1702 rms 0.0474    9.41 ms | p=(   44.97  -257.90  10.71) v=9.08 m/s
[lio] t=1317401008.388 | feat 2084/6250 | map  10076 | icp ok  iter  4 corr  1644 rms 0.0653    9.57 ms | p=(   45.51  -258.69  10.74) v=9.14 m/s [KF]
[lio] t=1317401008.492 | feat 2157/6169 | map  10208 | icp ok  iter  4 corr  1735 rms 0.0586    9.98 ms | p=(   46.06  -259.48  10.79) v=9.16 m/s
[lio] t=1317401008.596 | feat 2001/6069 | map  10208 | icp ok  iter  5 corr  1523 rms 0.0480   10.19 ms | p=(   46.59  -260.26  10.84) v=9.08 m/s [KF]
[lio] t=1317401008.699 | feat 2147/6160 | map  10347 | icp ok  iter  4 corr  1701 rms 0.0578    8.96 ms | p=(   47.11  -261.05  10.86) v=9.07 m/s
[lio] t=1317401008.803 | feat 2083/6223 | map  10347 | icp ok  iter  4 corr  1518 rms 0.0435    8.29 ms | p=(   47.63  -261.83  10.89) v=9.00 m/s [KF]
[lio] t=1317401008.907 | feat 2098/6275 | map  10443 | icp ok  iter  4 corr  1596 rms 0.0496    9.04 ms | p=(   48.15  -262.62  10.95) v=9.03 m/s
[lio] t=1317401009.011 | feat 2008/6287 | map  10443 | icp ok  iter  4 corr  1505 rms 0.0643    8.88 ms | p=(   48.66  -263.42  10.99) v=9.08 m/s [KF]
[lio] t=1317401009.115 | feat 1915/6203 | map  10481 | icp ok  iter  5 corr  1544 rms 0.0478   10.12 ms | p=(   49.18  -264.21  11.02) v=9.11 m/s
[lio] t=1317401009.218 | feat 1845/5989 | map  10481 | icp ok  iter  4 corr  1448 rms 0.0593    7.92 ms | p=(   49.69  -265.01  11.05) v=9.09 m/s [KF]
[lio] t=1317401009.322 | feat 1838/5930 | map  10531 | icp ok  iter  4 corr  1432 rms 0.0414    7.84 ms | p=(   50.21  -265.80  11.10) v=9.09 m/s
[lio] t=1317401009.426 | feat 1894/5860 | map  10531 | icp ok  iter  4 corr  1406 rms 0.0763    7.82 ms | p=(   50.74  -266.60  11.15) v=9.18 m/s [KF]
[lio] t=1317401009.530 | feat 1902/5720 | map  10454 | icp ok  iter  3 corr  1467 rms 0.0497    6.22 ms | p=(   51.25  -267.39  11.16) v=9.08 m/s
[lio] t=1317401009.633 | feat 1747/5685 | map  10454 | icp ok  iter  3 corr  1322 rms 0.0732    5.73 ms | p=(   51.77  -268.19  11.19) v=9.09 m/s [KF]
[lio] t=1317401009.737 | feat 1815/5858 | map  10440 | icp ok  iter  5 corr  1403 rms 0.0460    9.30 ms | p=(   52.29  -268.99  11.24) v=9.14 m/s
[lio] t=1317401009.841 | feat 1693/5886 | map  10440 | icp ok  iter  4 corr  1258 rms 0.0535    6.94 ms | p=(   52.79  -269.76  11.26) v=8.95 m/s [KF]
[lio] t=1317401009.945 | feat 1714/5948 | map  10429 | icp ok  iter  4 corr  1288 rms 0.0478    6.80 ms | p=(   53.31  -270.57  11.28) v=9.10 m/s
[lio] t=1317401010.049 | feat 1731/5923 | map  10429 | icp ok  iter  5 corr  1272 rms 0.0548    8.85 ms | p=(   53.81  -271.37  11.32) v=9.07 m/s [KF]
[lio] t=1317401010.153 | feat 1861/6002 | map  10527 | icp ok  iter  5 corr  1405 rms 0.0409   10.13 ms | p=(   54.33  -272.16  11.35) v=9.02 m/s
[lio] t=1317401010.257 | feat 1811/6049 | map  10527 | icp ok  iter  3 corr  1325 rms 0.0539    6.14 ms | p=(   54.82  -272.95  11.38) v=8.98 m/s [KF]
[lio] t=1317401010.360 | feat 1764/6202 | map  10598 | icp ok  iter  4 corr  1361 rms 0.0542    7.81 ms | p=(   55.33  -273.75  11.42) v=9.01 m/s
[lio] t=1317401010.464 | feat 1694/6421 | map  10598 | icp ok  iter  4 corr  1286 rms 0.0426    7.21 ms | p=(   55.83  -274.55  11.46) v=8.99 m/s [KF]
[lio] t=1317401010.568 | feat 1878/6486 | map  10616 | icp ok  iter  4 corr  1374 rms 0.0489    7.85 ms | p=(   56.33  -275.33  11.49) v=8.96 m/s
[lio] t=1317401010.672 | feat 1676/6456 | map  10616 | icp ok  iter  4 corr  1187 rms 0.0462    7.12 ms | p=(   56.81  -276.11  11.52) v=8.78 m/s [KF]
[lio] t=1317401010.776 | feat 1761/6328 | map  10602 | icp ok  iter  3 corr  1255 rms 0.0463    5.46 ms | p=(   57.30  -276.89  11.55) v=8.80 m/s
[lio] t=1317401010.880 | feat 1819/6289 | map  10602 | icp ok  iter  4 corr  1254 rms 0.0495    7.20 ms | p=(   57.79  -277.66  11.59) v=8.70 m/s [KF]
[lio] t=1317401010.983 | feat 1778/6364 | map  10708 | icp ok  iter  4 corr  1287 rms 0.0516    7.18 ms | p=(   58.26  -278.43  11.63) v=8.57 m/s
[lio] t=1317401011.087 | feat 1876/6363 | map  10708 | icp ok  iter  4 corr  1373 rms 0.0519    7.88 ms | p=(   58.73  -279.18  11.67) v=8.44 m/s [KF]
[lio] t=1317401011.191 | feat 1961/6295 | map  10789 | icp ok  iter  4 corr  1412 rms 0.0608    8.08 ms | p=(   59.19  -279.92  11.70) v=8.28 m/s
[lio] t=1317401011.295 | feat 2033/6191 | map  10789 | icp ok  iter  2 corr  1427 rms 0.0814    5.33 ms | p=(   59.64  -280.64  11.73) v=8.07 m/s [KF]
[lio] t=1317401011.399 | feat 2018/6096 | map  10801 | icp ok  iter  4 corr  1451 rms 0.0744    9.22 ms | p=(   60.11  -281.37  11.76) v=8.11 m/s
[lio] t=1317401011.502 | feat 1983/6081 | map  10801 | icp ok  iter  3 corr  1422 rms 0.0539    7.15 ms | p=(   60.53  -282.04  11.80) v=7.67 m/s [KF]
[lio] t=1317401011.606 | feat 2259/6100 | map  10849 | icp ok  iter  5 corr  1635 rms 0.0498   11.78 ms | p=(   60.97  -282.73  11.82) v=7.60 m/s
[lio] t=1317401011.710 | feat 2217/6297 | map  10849 | icp ok  iter  4 corr  1616 rms 0.0594    9.53 ms | p=(   61.39  -283.38  11.86) v=7.37 m/s [KF]
[lio] t=1317401011.814 | feat 2346/6571 | map  10874 | icp ok  iter  5 corr  1718 rms 0.0447   11.21 ms | p=(   61.81  -284.03  11.88) v=7.24 m/s
[lio] t=1317401011.918 | feat 2450/6679 | map  10874 | icp ok  iter  5 corr  1765 rms 0.0547   12.50 ms | p=(   62.21  -284.62  11.90) v=6.83 m/s [KF]
[lio] t=1317401012.021 | feat 2292/6750 | map  10941 | icp ok  iter  4 corr  1682 rms 0.0519    9.72 ms | p=(   62.60  -285.21  11.92) v=6.65 m/s
[lio] t=1317401012.125 | feat 2276/6908 | map  10941 | icp ok  iter  4 corr  1591 rms 0.0439    8.86 ms | p=(   62.99  -285.77  11.95) v=6.45 m/s [KF]
[lio] t=1317401012.229 | feat 2394/7184 | map  10873 | icp ok  iter  4 corr  1752 rms 0.0482    9.78 ms | p=(   63.36  -286.34  11.98) v=6.36 m/s
[lio] t=1317401012.333 | feat 2380/7215 | map  10873 | icp ok  iter  4 corr  1710 rms 0.0657   10.42 ms | p=(   63.72  -286.87  12.00) v=6.15 m/s [KF]
[lio] t=1317401012.437 | feat 2386/7511 | map  10801 | icp ok  iter  4 corr  1769 rms 0.0566   10.76 ms | p=(   64.08  -287.42  12.02) v=6.14 m/s
[lio] t=1317401012.542 | feat 2341/7568 | map  10801 | icp ok  iter  5 corr  1701 rms 0.0668   13.03 ms | p=(   64.43  -287.94  12.04) v=6.03 m/s [KF]
[lio] t=1317401012.646 | feat 2342/7645 | map  10676 | icp ok  iter  5 corr  1655 rms 0.0704   13.88 ms | p=(   64.75  -288.48  12.07) v=5.90 m/s
[lio] t=1317401012.750 | feat 2449/7720 | map  10676 | icp ok  iter  4 corr  1747 rms 0.0773   12.12 ms | p=(   65.07  -289.01  12.09) v=5.82 m/s [KF]
[lio] t=1317401012.854 | feat 2490/7754 | map  10681 | icp ok  iter  6 corr  1796 rms 0.1038   17.80 ms | p=(   65.37  -289.54  12.12) v=5.72 m/s
[lio] t=1317401012.959 | feat 2607/7870 | map  10681 | icp ok  iter  6 corr  1820 rms 0.0690   17.18 ms | p=(   65.64  -290.03  12.14) v=5.35 m/s [KF]
[lio] t=1317401013.063 | feat 2666/8000 | map  10683 | icp ok  iter  5 corr  1954 rms 0.0799   14.83 ms | p=(   65.90  -290.55  12.16) v=5.34 m/s
[lio] t=1317401013.167 | feat 2602/8198 | map  10683 | icp ok  iter  4 corr  1832 rms 0.0720   10.36 ms | p=(   66.15  -291.05  12.17) v=5.18 m/s [KF]
[lio] t=1317401013.271 | feat 2505/8350 | map  10572 | icp ok  iter  4 corr  1860 rms 0.0538   11.45 ms | p=(   66.32  -291.53  12.19) v=4.92 m/s
[lio] t=1317401013.375 | feat 2503/8490 | map  10572 | icp ok  iter  6 corr  1841 rms 0.0531   15.79 ms | p=(   66.53  -292.02  12.20) v=4.99 m/s [KF]
[lio] t=1317401013.479 | feat 2409/8448 | map  10539 | icp ok  iter  4 corr  1754 rms 0.0491   10.24 ms | p=(   66.71  -292.54  12.21) v=5.14 m/s
[lio] t=1317401013.583 | feat 2448/8513 | map  10539 | icp ok  iter  6 corr  1759 rms 0.0425   15.34 ms | p=(   66.87  -293.05  12.22) v=5.12 m/s [KF]
[lio] t=1317401013.687 | feat 2590/8507 | map  10435 | icp ok  iter  3 corr  1914 rms 0.0566    9.29 ms | p=(   67.03  -293.58  12.25) v=5.19 m/s
[lio] t=1317401013.791 | feat 2663/8530 | map  10435 | icp ok  iter  7 corr  1944 rms 0.0684   21.47 ms | p=(   67.15  -294.08  12.28) v=5.01 m/s [KF]
[lio] t=1317401013.895 | feat 2639/8467 | map  10428 | icp ok  iter  4 corr  2002 rms 0.0494   12.31 ms | p=(   67.29  -294.57  12.30) v=4.96 m/s
[lio] t=1317401013.999 | feat 2553/8595 | map  10428 | icp ok  iter  4 corr  1923 rms 0.0528   11.20 ms | p=(   67.41  -295.08  12.32) v=4.92 m/s [KF]
[lio] t=1317401014.102 | feat 2378/8613 | map  10298 | icp ok  iter  6 corr  1777 rms 0.0404   16.48 ms | p=(   67.55  -295.56  12.34) v=4.83 m/s
[lio] t=1317401014.206 | feat 2542/8652 | map  10298 | icp ok  iter  4 corr  1945 rms 0.0549   11.37 ms | p=(   67.69  -296.04  12.35) v=4.82 m/s [KF]
[lio] t=1317401014.310 | feat 2507/8678 | map  10199 | icp ok  iter  4 corr  1898 rms 0.0389   19.48 ms | p=(   67.83  -296.53  12.35) v=4.83 m/s
[lio] t=1317401014.413 | feat 2539/8678 | map  10199 | icp ok  iter  3 corr  1908 rms 0.0436    8.28 ms | p=(   67.98  -297.01  12.37) v=4.83 m/s [KF]
[lio] t=1317401014.517 | feat 2533/8653 | map  10112 | icp ok  iter  4 corr  1949 rms 0.0436   11.33 ms | p=(   68.12  -297.49  12.38) v=4.86 m/s
[lio] t=1317401014.621 | feat 2528/8616 | map  10112 | icp ok  iter  4 corr  1872 rms 0.0632   10.09 ms | p=(   68.28  -297.98  12.39) v=4.93 m/s [KF]
[lio] t=1317401014.725 | feat 2497/8669 | map  10052 | icp ok  iter  3 corr  1925 rms 0.0423    8.49 ms | p=(   68.45  -298.48  12.40) v=5.02 m/s
[lio] t=1317401014.828 | feat 2539/8752 | map  10052 | icp ok  iter  5 corr  1933 rms 0.0658   13.47 ms | p=(   68.63  -298.98  12.42) v=5.12 m/s [KF]
[lio] t=1317401014.932 | feat 2402/8661 | map  10006 | icp ok  iter  5 corr  1863 rms 0.0525   13.59 ms | p=(   68.83  -299.47  12.41) v=5.18 m/s
[lio] t=1317401015.036 | feat 2478/8717 | map  10006 | icp ok  iter  4 corr  1947 rms 0.0658   12.09 ms | p=(   69.02  -299.98  12.43) v=5.20 m/s [KF]
[lio] t=1317401015.139 | feat 2502/8631 | map   9949 | icp ok  iter  5 corr  1984 rms 0.0560   14.98 ms | p=(   69.24  -300.47  12.44) v=5.26 m/s
[lio] t=1317401015.243 | feat 2453/8625 | map   9949 | icp ok  iter  4 corr  1915 rms 0.0581   11.81 ms | p=(   69.46  -300.97  12.45) v=5.32 m/s [KF]
[lio] t=1317401015.347 | feat 2372/8685 | map   9918 | icp ok  iter  3 corr  1932 rms 0.0465    9.85 ms | p=(   69.68  -301.51  12.46) v=5.52 m/s
[lio] t=1317401015.451 | feat 2376/8581 | map   9918 | icp ok  iter  3 corr  1924 rms 0.0640    7.91 ms | p=(   69.93  -302.03  12.47) v=5.61 m/s [KF]
[lio] t=1317401015.554 | feat 2522/8489 | map   9882 | icp ok  iter  5 corr  2050 rms 0.0651   16.51 ms | p=(   70.22  -302.54  12.48) v=5.69 m/s
[lio] t=1317401015.658 | feat 2495/8564 | map   9882 | icp ok  iter  5 corr  2028 rms 0.0746   15.65 ms | p=(   70.47  -303.08  12.51) v=5.74 m/s [KF]
[lio] t=1317401015.762 | feat 2611/8602 | map   9846 | icp ok  iter  4 corr  2180 rms 0.0584   13.90 ms | p=(   70.78  -303.61  12.53) v=5.94 m/s
[lio] t=1317401015.866 | feat 2471/8502 | map   9846 | icp ok  iter  5 corr  2023 rms 0.0564   16.79 ms | p=(   71.07  -304.15  12.54) v=5.92 m/s [KF]
[lio] t=1317401015.969 | feat 2501/8533 | map   9838 | icp ok  iter  4 corr  2095 rms 0.0647   13.30 ms | p=(   71.39  -304.69  12.56) v=6.07 m/s
[lio] t=1317401016.073 | feat 2576/8484 | map   9838 | icp ok  iter  4 corr  2133 rms 0.0530   13.86 ms | p=(   71.73  -305.23  12.57) v=6.19 m/s [KF]
[lio] t=1317401016.177 | feat 2560/8486 | map   9854 | icp ok  iter  4 corr  2147 rms 0.0587   14.45 ms | p=(   72.09  -305.77  12.59) v=6.29 m/s
[lio] t=1317401016.281 | feat 2557/8518 | map   9854 | icp ok  iter  5 corr  2124 rms 0.0643   16.84 ms | p=(   72.45  -306.34  12.61) v=6.47 m/s [KF]
[lio] t=1317401016.385 | feat 2480/8431 | map   9961 | icp ok  iter  7 corr  2093 rms 0.0542   24.98 ms | p=(   72.85  -306.90  12.64) v=6.60 m/s
[lio] t=1317401016.489 | feat 2533/8457 | map   9961 | icp ok  iter  4 corr  2092 rms 0.0498   13.65 ms | p=(   73.25  -307.46  12.66) v=6.70 m/s [KF]
[lio] t=1317401016.592 | feat 2497/8556 | map  10044 | icp ok  iter  4 corr  2103 rms 0.0531   12.57 ms | p=(   73.69  -308.03  12.67) v=6.93 m/s
[lio] t=1317401016.696 | feat 2416/8468 | map  10044 | icp ok  iter  5 corr  2006 rms 0.0432   16.23 ms | p=(   74.12  -308.60  12.69) v=6.95 m/s [KF]
[lio] t=1317401016.800 | feat 2552/8556 | map  10118 | icp ok  iter  4 corr  2140 rms 0.0594   14.13 ms | p=(   74.58  -309.17  12.71) v=7.06 m/s
[lio] t=1317401016.904 | feat 2497/8550 | map  10118 | icp ok  iter  4 corr  2079 rms 0.0503   13.27 ms | p=(   75.07  -309.75  12.75) v=7.28 m/s [KF]
[lio] t=1317401017.007 | feat 2513/8476 | map  10151 | icp ok  iter  4 corr  2125 rms 0.0398   12.18 ms | p=(   75.56  -310.33  12.77) v=7.37 m/s
[lio] t=1317401017.111 | feat 2433/8117 | map  10151 | icp ok  iter  4 corr  2009 rms 0.0414   11.87 ms | p=(   76.08  -310.88  12.79) v=7.38 m/s [KF]
[lio] t=1317401017.215 | feat 2473/8137 | map  10141 | icp ok  iter  5 corr  2092 rms 0.0486   14.26 ms | p=(   76.62  -311.46  12.80) v=7.60 m/s
[lio] t=1317401017.319 | feat 2417/8118 | map  10141 | icp ok  iter  4 corr  1999 rms 0.0511   11.67 ms | p=(   77.17  -312.03  12.83) v=7.69 m/s [KF]
[lio] t=1317401017.423 | feat 2483/7993 | map  10177 | icp ok  iter  4 corr  2102 rms 0.0660   11.18 ms | p=(   77.74  -312.59  12.86) v=7.77 m/s
[lio] t=1317401017.526 | feat 2477/7810 | map  10177 | icp ok  iter  4 corr  2037 rms 0.0733   11.75 ms | p=(   78.34  -313.17  12.88) v=7.98 m/s [KF]
[lio] t=1317401017.630 | feat 2267/7496 | map  10205 | icp ok  iter  4 corr  1892 rms 0.0416    9.23 ms | p=(   78.95  -313.73  12.90) v=8.05 m/s
[lio] t=1317401017.734 | feat 2149/7323 | map  10205 | icp ok  iter  5 corr  1762 rms 0.0536   12.89 ms | p=(   79.60  -314.30  12.93) v=8.27 m/s [KF]
[lio] t=1317401017.838 | feat 2120/7190 | map  10219 | icp ok  iter  4 corr  1715 rms 0.0684   10.97 ms | p=(   80.23  -314.83  12.95) v=8.14 m/s
[lio] t=1317401017.942 | feat 1965/7140 | map  10219 | icp ok  iter  4 corr  1570 rms 0.0510    8.72 ms | p=(   80.90  -315.40  12.98) v=8.41 m/s [KF]
[lio] t=1317401018.046 | feat 1792/7041 | map  10220 | icp ok  iter  4 corr  1382 rms 0.0678    7.96 ms | p=(   81.59  -315.95  13.03) v=8.52 m/s
[lio] t=1317401018.150 | feat 1723/6855 | map  10220 | icp ok  iter  4 corr  1281 rms 0.0655    7.41 ms | p=(   82.30  -316.53  13.06) v=8.75 m/s [KF]
[lio] t=1317401018.254 | feat 1583/6774 | map  10223 | icp ok  iter  5 corr  1135 rms 0.0433    8.47 ms | p=(   83.04  -317.09  13.08) v=8.90 m/s
[lio] t=1317401018.357 | feat 1434/6500 | map  10223 | icp ok  iter  6 corr   973 rms 0.0477    8.88 ms | p=(   83.76  -317.64  13.11) v=8.88 m/s [KF]
[lio] t=1317401018.461 | feat 1546/6394 | map  10180 | icp ok  iter  7 corr  1113 rms 0.0577   11.61 ms | p=(   84.51  -318.19  13.15) v=8.96 m/s
[lio] t=1317401018.565 | feat 1370/6461 | map  10180 | icp ok  iter  5 corr   939 rms 0.0787    6.61 ms | p=(   85.29  -318.76  13.21) v=9.22 m/s [KF]
[lio] t=1317401018.669 | feat 1434/6405 | map  10208 | icp ok  iter  5 corr  1060 rms 0.0597    7.94 ms | p=(   86.03  -319.30  13.25) v=9.04 m/s
[lio] t=1317401018.773 | feat 1305/6274 | map  10208 | icp ok  iter  5 corr   888 rms 0.0629    6.55 ms | p=(   86.87  -319.83  13.26) v=9.42 m/s [KF]
[lio] t=1317401018.878 | feat 1212/6345 | map  10254 | icp ok  iter  6 corr   883 rms 0.0945    8.38 ms | p=(   87.62  -320.37  13.30) v=9.17 m/s
[lio] t=1317401018.982 | feat 1259/6308 | map  10254 | icp ok  iter  6 corr   897 rms 0.0701    8.32 ms | p=(   88.53  -320.99  13.37) v=10.06 m/s [KF]
[lio] t=1317401019.086 | feat 1286/6419 | map  10224 | icp ok  iter  5 corr   946 rms 0.0440    7.00 ms | p=(   89.35  -321.54  13.42) v=9.76 m/s
[lio] t=1317401019.190 | feat 1301/6457 | map  10224 | icp ok  iter  4 corr   889 rms 0.0576    5.61 ms | p=(   90.19  -322.09  13.44) v=9.75 m/s [KF]
[lio] t=1317401019.294 | feat 1378/6625 | map  10285 | icp ok  iter  4 corr  1026 rms 0.0834    5.93 ms | p=(   91.02  -322.64  13.49) v=9.68 m/s
[lio] t=1317401019.398 | feat 1387/6445 | map  10285 | icp ok  iter  8 corr   995 rms 0.0773   13.05 ms | p=(   91.83  -323.18  13.52) v=9.51 m/s [KF]
[lio] t=1317401019.501 | feat 1380/6439 | map  10350 | icp ok  iter  5 corr  1043 rms 0.0664    7.72 ms | p=(   92.72  -323.76  13.56) v=9.94 m/s [KF]
[lio] t=1317401019.605 | feat 1405/6430 | map  10336 | icp ok  iter  4 corr  1070 rms 0.0830    6.20 ms | p=(   93.65  -324.36  13.60) v=10.33 m/s [KF]
[lio] t=1317401019.709 | feat 1351/6384 | map  10340 | icp ok  iter  4 corr  1061 rms 0.0608    6.51 ms | p=(   94.47  -324.88  13.63) v=9.78 m/s
[lio] t=1317401019.813 | feat 1460/6332 | map  10340 | icp ok  iter  4 corr  1117 rms 0.1006    7.20 ms | p=(   95.37  -325.46  13.66) v=10.06 m/s [KF]
[lio] t=1317401019.917 | feat 1497/6279 | map  10384 | icp ok  iter  4 corr  1170 rms 0.0631    6.82 ms | p=(   96.30  -326.05  13.71) v=10.39 m/s [KF]
[lio] t=1317401020.021 | feat 1430/6174 | map  10328 | icp ok  iter  6 corr  1150 rms 0.0536    9.88 ms | p=(   97.16  -326.60  13.75) v=10.00 m/s [KF]
[lio] t=1317401020.125 | feat 1431/6285 | map  10263 | icp ok  iter 12 corr  1112 rms 0.0917   19.24 ms | p=(   98.04  -327.18  13.78) v=10.04 m/s [KF]
[lio] t=1317401020.229 | feat 1469/6229 | map  10215 | icp ok  iter  5 corr  1166 rms 0.0853    7.69 ms | p=(   98.94  -327.75  13.80) v=10.15 m/s [KF]
[lio] t=1317401020.333 | feat 1503/6341 | map  10129 | icp ok  iter  4 corr  1156 rms 0.0725    6.92 ms | p=(   99.85  -328.33  13.83) v=10.26 m/s [KF]
[lio] t=1317401020.437 | feat 1568/6337 | map  10069 | icp ok  iter  4 corr  1223 rms 0.0565    6.64 ms | p=(  100.71  -328.87  13.87) v=9.90 m/s [KF]
[lio] t=1317401020.541 | feat 1480/6347 | map   9983 | icp ok  iter  5 corr  1124 rms 0.0572    7.88 ms | p=(  101.58  -329.41  13.89) v=9.91 m/s [KF]
[lio] t=1317401020.645 | feat 1541/6420 | map   9796 | icp ok  iter  4 corr  1132 rms 0.0448    6.46 ms | p=(  102.45  -329.95  13.92) v=9.81 m/s [KF]
[lio] t=1317401020.748 | feat 1488/6476 | map   9600 | icp ok  iter  5 corr  1181 rms 0.0495    8.75 ms | p=(  103.29  -330.48  13.94) v=9.64 m/s
[lio] t=1317401020.852 | feat 1462/6486 | map   9600 | icp ok  iter  5 corr  1128 rms 0.0498    7.84 ms | p=(  104.18  -331.02  13.99) v=9.84 m/s [KF]
[lio] t=1317401020.956 | feat 1449/6487 | map   9434 | icp ok  iter  4 corr  1095 rms 0.0702    6.78 ms | p=(  105.07  -331.56  14.03) v=9.88 m/s [KF]
[lio] t=1317401021.060 | feat 1504/6533 | map   9277 | icp ok  iter  5 corr  1155 rms 0.0689    8.27 ms | p=(  105.96  -332.09  14.06) v=9.88 m/s [KF]
[lio] t=1317401021.164 | feat 1572/6511 | map   8997 | icp ok  iter  4 corr  1206 rms 0.0592    6.94 ms | p=(  106.82  -332.59  14.08) v=9.66 m/s
[lio] t=1317401021.268 | feat 1578/6698 | map   8997 | icp ok  iter  4 corr  1170 rms 0.0630    7.21 ms | p=(  107.70  -333.11  14.10) v=9.77 m/s [KF]
[lio] t=1317401021.372 | feat 1696/6800 | map   8768 | icp ok  iter  5 corr  1287 rms 0.0607    9.38 ms | p=(  108.60  -333.64  14.15) v=9.88 m/s [KF]
[lio] t=1317401021.476 | feat 1666/6741 | map   8418 | icp ok  iter  4 corr  1308 rms 0.0553    7.42 ms | p=(  109.47  -334.15  14.18) v=9.72 m/s [KF]
[lio] t=1317401021.579 | feat 1606/6739 | map   8120 | icp ok  iter  4 corr  1264 rms 0.0440    6.78 ms | p=(  110.35  -334.65  14.22) v=9.71 m/s [KF]
[lio] t=1317401021.683 | feat 1655/6681 | map   7800 | icp ok  iter  4 corr  1281 rms 0.0669    7.73 ms | p=(  111.22  -335.16  14.26) v=9.69 m/s [KF]
[lio] t=1317401021.787 | feat 1578/6443 | map   7542 | icp ok  iter  5 corr  1219 rms 0.0688    8.68 ms | p=(  112.11  -335.68  14.30) v=9.74 m/s [KF]
[lio] t=1317401021.891 | feat 1631/6382 | map   7431 | icp ok  iter  5 corr  1310 rms 0.0715    9.48 ms | p=(  112.97  -336.17  14.33) v=9.57 m/s
[lio] t=1317401021.995 | feat 1627/6285 | map   7431 | icp ok  iter  4 corr  1269 rms 0.0783    7.53 ms | p=(  113.86  -336.68  14.35) v=9.75 m/s [KF]
[lio] t=1317401022.099 | feat 1470/6137 | map   7422 | icp ok  iter  5 corr  1211 rms 0.0638    9.34 ms | p=(  114.73  -337.15  14.37) v=9.59 m/s
[lio] t=1317401022.203 | feat 1478/5970 | map   7422 | icp ok  iter  3 corr  1189 rms 0.0534    5.72 ms | p=(  115.60  -337.64  14.42) v=9.57 m/s [KF]
[lio] t=1317401022.307 | feat 1630/5918 | map   7380 | icp ok  iter  5 corr  1290 rms 0.0486    8.63 ms | p=(  116.48  -338.14  14.47) v=9.62 m/s [KF]
[lio] t=1317401022.411 | feat 1535/5945 | map   7371 | icp ok  iter  5 corr  1216 rms 0.0502    8.05 ms | p=(  117.35  -338.64  14.53) v=9.59 m/s [KF]
[lio] t=1317401022.515 | feat 1361/5869 | map   7373 | icp ok  iter  4 corr  1119 rms 0.0419    6.22 ms | p=(  118.22  -339.13  14.56) v=9.59 m/s [KF]
[lio] t=1317401022.618 | feat 1487/6006 | map   7358 | icp ok  iter  4 corr  1186 rms 0.0618    6.54 ms | p=(  119.07  -339.60  14.58) v=9.43 m/s
