[INFO] [1789098663.004232884] [lidar_inertial_odometer]: lidar_inertial_odometer ready (fused point-to-point + point-to-plane ICP)
[INFO] [1789098663.004316795] [lidar_inertial_odometer]:   topics : lidar='/points_raw' imu='/imu_raw'
[INFO] [1789098663.004325119] [lidar_inertial_odometer]:   frames : odom -> imu_link -> velodyne
[INFO] [1789098663.004331253] [lidar_inertial_odometer]:   ring   : selection=all band=[31,63] -> 33/64 ch (dropped 0 above + 31 below)
[INFO] [1789098663.004338427] [lidar_inertial_odometer]:   normal : neighborhood_pca
[INFO] [1789098663.004343877] [lidar_inertial_odometer]:   icp    : alpha (point) 0, beta (plane) 1, huber 0.2 m
[INFO] [1789098668.525020541] [lidar_inertial_odometer]: static TF imu_link -> velodyne : t=[0.8105 -0.3071 0.8027]
[INFO] [1789098676.951969996] [lidar_inertial_odometer]: odometer initialized (t=1317400964.327)
[lio] initialized at t=1317400964.326695 | |a|=9.843 m/s^2
[lio] t=1317401065.098 | feat 4645/14097 | map  20217 | icp ok  iter  4 corr  3399 rms 0.0779   25.97 ms | p=(  173.91   -91.54  11.54) v=7.15 m/s
[lio] t=1317401065.202 | feat 4095/13697 | map  20217 | icp ok  iter  5 corr  2985 rms 0.0445   28.21 ms | p=(  174.54   -91.12  11.55) v=7.26 m/s [KF]
[lio] t=1317401065.306 | feat 4043/13616 | map  20375 | icp ok  iter  5 corr  2971 rms 0.0558   28.27 ms | p=(  175.21   -90.79  11.55) v=7.27 m/s
[lio] t=1317401065.410 | feat 3864/13417 | map  20375 | icp ok  iter  8 corr  2850 rms 0.0714   42.93 ms | p=(  175.88   -90.38  11.58) v=7.47 m/s [KF]
[lio] t=1317401065.514 | feat 3616/13343 | map  20467 | icp ok  iter  3 corr  2670 rms 0.0763   15.84 ms | p=(  176.58   -90.00  11.59) v=7.65 m/s
[lio] t=1317401065.618 | feat 3674/13315 | map  20467 | icp ok  iter  4 corr  2709 rms 0.0822   22.01 ms | p=(  177.30   -89.71  11.60) v=7.54 m/s [KF]
[lio] t=1317401065.722 | feat 3485/13094 | map  20553 | icp ok  iter  6 corr  2594 rms 0.0450   29.06 ms | p=(  178.07   -89.46  11.62) v=7.73 m/s
[lio] t=1317401065.826 | feat 3552/12755 | map  20553 | icp ok  iter  5 corr  2595 rms 0.0657   24.78 ms | p=(  178.81   -89.14  11.61) v=7.80 m/s [KF]
[lio] t=1317401065.930 | feat 3264/12396 | map  20576 | icp ok  iter  6 corr  2438 rms 0.0539   27.84 ms | p=(  179.60   -88.90  11.64) v=7.92 m/s
[lio] t=1317401066.033 | feat 3115/12244 | map  20576 | icp ok  iter  6 corr  2296 rms 0.0463   26.04 ms | p=(  180.38   -88.70  11.66) v=7.84 m/s [KF]
[lio] t=1317401066.137 | feat 3072/11956 | map  20452 | icp ok  iter  6 corr  2261 rms 0.0602   26.68 ms | p=(  181.19   -88.42  11.68) v=8.13 m/s
[lio] t=1317401066.241 | feat 3095/11943 | map  20452 | icp ok  iter  6 corr  2298 rms 0.0798   26.65 ms | p=(  181.98   -88.18  11.68) v=8.04 m/s [KF]
[lio] t=1317401066.345 | feat 2947/11884 | map  20388 | icp ok  iter  4 corr  2145 rms 0.0603   17.14 ms | p=(  182.80   -87.94  11.72) v=8.20 m/s
[lio] t=1317401066.448 | feat 2820/11789 | map  20388 | icp ok  iter  5 corr  2027 rms 0.0613   21.42 ms | p=(  183.59   -87.77  11.74) v=8.00 m/s [KF]
[lio] t=1317401066.552 | feat 2716/11619 | map  20332 | icp ok  iter  6 corr  1991 rms 0.0489   22.87 ms | p=(  184.47   -87.63  11.78) v=8.43 m/s
[lio] t=1317401066.656 | feat 2675/11400 | map  20332 | icp ok  iter  8 corr  1975 rms 0.0844   31.69 ms | p=(  185.30   -87.41  11.79) v=8.34 m/s [KF]
[lio] t=1317401066.759 | feat 2570/11273 | map  20252 | icp ok  iter  6 corr  1849 rms 0.0724   22.25 ms | p=(  186.12   -87.26  11.84) v=8.16 m/s
[lio] t=1317401066.863 | feat 2482/11100 | map  20252 | icp ok  iter  4 corr  1749 rms 0.0534   12.54 ms | p=(  186.98   -87.07  11.84) v=8.43 m/s [KF]
[lio] t=1317401066.967 | feat 2452/10974 | map  20137 | icp ok  iter 12 corr  1768 rms 0.0562   42.03 ms | p=(  187.87   -86.88  11.87) v=8.67 m/s
[lio] t=1317401067.070 | feat 2344/10839 | map  20137 | icp ok  iter 12 corr  1683 rms 0.0490   40.86 ms | p=(  188.73   -86.77  11.90) v=8.51 m/s [KF]
[lio] t=1317401067.174 | feat 2333/10782 | map  19987 | icp ok  iter  7 corr  1788 rms 0.0661   23.68 ms | p=(  189.57   -86.49  11.92) v=8.52 m/s
[lio] t=1317401067.278 | feat 2152/10680 | map  19987 | icp ok  iter  5 corr  1599 rms 0.0706   15.16 ms | p=(  190.45   -86.32  11.92) v=8.69 m/s [KF]
[lio] t=1317401067.381 | feat 2058/10465 | map  19858 | icp ok  iter  6 corr  1534 rms 0.0571   17.82 ms | p=(  191.36   -86.21  11.96) v=8.75 m/s
[lio] t=1317401067.485 | feat 1948/10356 | map  19858 | icp ok  iter  4 corr  1504 rms 0.0560   11.50 ms | p=(  192.24   -86.01  11.99) v=8.71 m/s [KF]
[lio] t=1317401067.589 | feat 1951/10270 | map  19675 | icp ok  iter  5 corr  1496 rms 0.0570   15.03 ms | p=(  193.07   -85.76  12.00) v=8.54 m/s
[lio] t=1317401067.693 | feat 1895/10215 | map  19675 | icp ok  iter 12 corr  1413 rms 0.0584   31.38 ms | p=(  193.99   -85.60  12.01) v=8.79 m/s [KF]
[lio] t=1317401067.796 | feat 1788/10233 | map  19295 | icp ok  iter  5 corr  1356 rms 0.0684   12.48 ms | p=(  194.87   -85.41  12.02) v=8.74 m/s
[lio] t=1317401067.900 | feat 1823/10228 | map  19295 | icp ok  iter  5 corr  1446 rms 0.0639   13.51 ms | p=(  195.76   -85.21  12.06) v=8.80 m/s [KF]
[lio] t=1317401068.004 | feat 1794/10348 | map  18828 | icp ok  iter  3 corr  1424 rms 0.0573    8.12 ms | p=(  196.61   -84.97  12.08) v=8.58 m/s
[lio] t=1317401068.108 | feat 1768/10482 | map  18828 | icp ok  iter 12 corr  1342 rms 0.0630   29.75 ms | p=(  197.55   -84.83  12.09) v=8.96 m/s [KF]
[lio] t=1317401068.212 | feat 1670/10491 | map  18339 | icp ok  iter  4 corr  1279 rms 0.0605    9.86 ms | p=(  198.42   -84.61  12.11) v=8.75 m/s
[lio] t=1317401068.315 | feat 1578/10587 | map  18339 | icp ok  iter 12 corr  1220 rms 0.0561   26.76 ms | p=(  199.43   -84.46  12.16) v=9.42 m/s [KF]
[lio] t=1317401068.419 | feat 1615/10598 | map  17692 | icp ok  iter  7 corr  1228 rms 0.0458   14.66 ms | p=(  200.31   -84.27  12.19) v=8.96 m/s
[lio] t=1317401068.523 | feat 1606/10561 | map  17692 | icp ok  iter 12 corr  1184 rms 0.0892   28.63 ms | p=(  201.13   -84.03  12.20) v=8.51 m/s [KF]
[lio] t=1317401068.627 | feat 1481/10584 | map  17286 | icp ok  iter  6 corr  1053 rms 0.0554   11.91 ms | p=(  202.12   -83.84  12.22) v=9.22 m/s [KF]
[lio] t=1317401068.731 | feat 1331/10482 | map  16714 | icp ok  iter  6 corr   975 rms 0.0889   10.11 ms | p=(  202.98   -83.72  12.25) v=8.73 m/s
[lio] t=1317401068.834 | feat 1256/10400 | map  16714 | icp ok  iter  6 corr   908 rms 0.0757   10.18 ms | p=(  203.85   -83.47  12.28) v=8.68 m/s [KF]
[lio] t=1317401068.938 | feat 1408/10224 | map  16239 | icp ok  iter  5 corr  1067 rms 0.1016   10.51 ms | p=(  204.84   -83.33  12.31) v=9.22 m/s
[lio] t=1317401069.042 | feat 1358/9992 | map  16239 | icp ok  iter  4 corr   982 rms 0.0732    7.53 ms | p=(  205.72   -83.15  12.34) v=8.82 m/s [KF]
[lio] t=1317401069.146 | feat 1278/9711 | map  15513 | icp ok  iter  3 corr   996 rms 0.0578    5.93 ms | p=(  206.63   -82.96  12.37) v=8.87 m/s
[lio] t=1317401069.250 | feat 1309/9643 | map  15513 | icp ok  iter  6 corr   970 rms 0.0679   10.69 ms | p=(  207.55   -82.80  12.38) v=8.93 m/s [KF]
[lio] t=1317401069.354 | feat 1284/9703 | map  14478 | icp ok  iter 12 corr  1000 rms 0.0862   22.97 ms | p=(  208.45   -82.60  12.39) v=8.83 m/s
[lio] t=1317401069.458 | feat 1449/9751 | map  14478 | icp ok  iter  5 corr  1111 rms 0.0913   10.77 ms | p=(  209.27   -82.42  12.40) v=8.37 m/s [KF]
[lio] t=1317401069.561 | feat 1397/9783 | map  13857 | icp ok  iter  5 corr  1077 rms 0.0866   10.15 ms | p=(  210.20   -82.24  12.41) v=8.79 m/s
[lio] t=1317401069.665 | feat 1394/9730 | map  13857 | icp ok  iter  5 corr  1034 rms 0.0899    9.85 ms | p=(  211.07   -82.07  12.43) v=8.60 m/s [KF]
[lio] t=1317401069.769 | feat 1351/9777 | map  13232 | icp ok  iter  4 corr  1051 rms 0.0973    7.85 ms | p=(  212.00   -81.90  12.47) v=8.86 m/s
[lio] t=1317401069.873 | feat 1180/9852 | map  13232 | icp ok  iter  4 corr   845 rms 0.1009    6.48 ms | p=(  212.87   -81.70  12.50) v=8.68 m/s [KF]
[lio] t=1317401069.977 | feat 1342/9899 | map  12654 | icp ok  iter  5 corr  1035 rms 0.0600    9.05 ms | p=(  213.72   -81.51  12.50) v=8.43 m/s
[lio] t=1317401070.080 | feat 1300/10014 | map  12654 | icp ok  iter 12 corr   987 rms 0.0811   22.55 ms | p=(  214.56   -81.36  12.51) v=8.31 m/s [KF]
[lio] t=1317401070.184 | feat 1131/10413 | map  11913 | icp ok  iter 12 corr   829 rms 0.0879   19.96 ms | p=(  215.42   -81.15  12.54) v=8.41 m/s
[lio] t=1317401070.288 | feat 1305/10876 | map  11913 | icp ok  iter  5 corr   891 rms 0.0794    8.68 ms | p=(  216.36   -80.96  12.57) v=8.88 m/s [KF]
[lio] t=1317401070.392 | feat 1420/11078 | map  11546 | icp ok  iter  6 corr   988 rms 0.0904   11.06 ms | p=(  217.15   -80.82  12.59) v=8.14 m/s
[lio] t=1317401070.496 | feat 1460/11272 | map  11546 | icp ok  iter  5 corr  1077 rms 0.0713    9.92 ms | p=(  218.06   -80.63  12.64) v=8.63 m/s [KF]
[lio] t=1317401070.599 | feat 1447/11709 | map  11345 | icp ok  iter  5 corr  1152 rms 0.0781   10.31 ms | p=(  218.88   -80.47  12.67) v=8.22 m/s
[lio] t=1317401070.703 | feat 1524/12025 | map  11345 | icp ok  iter  4 corr  1158 rms 0.0688    8.94 ms | p=(  219.72   -80.28  12.69) v=8.24 m/s [KF]
[lio] t=1317401070.807 | feat 1619/12483 | map  11109 | icp ok  iter  5 corr  1190 rms 0.0623   11.39 ms | p=(  220.58   -80.10  12.69) v=8.30 m/s
[lio] t=1317401070.911 | feat 1690/12685 | map  11109 | icp ok  iter  4 corr  1238 rms 0.0520    9.23 ms | p=(  221.43   -79.92  12.71) v=8.37 m/s [KF]
[lio] t=1317401071.015 | feat 1717/12701 | map  10922 | icp ok  iter  6 corr  1357 rms 0.0511   13.54 ms | p=(  222.23   -79.75  12.71) v=8.04 m/s
[lio] t=1317401071.119 | feat 1774/12503 | map  10922 | icp ok  iter  5 corr  1354 rms 0.0565   12.33 ms | p=(  223.12   -79.58  12.73) v=8.44 m/s [KF]
[lio] t=1317401071.223 | feat 1738/12328 | map  10882 | icp ok  iter  3 corr  1405 rms 0.0627    8.16 ms | p=(  223.94   -79.39  12.75) v=8.20 m/s
[lio] t=1317401071.327 | feat 1788/12198 | map  10882 | icp ok  iter  5 corr  1406 rms 0.0554   13.68 ms | p=(  224.72   -79.23  12.76) v=7.85 m/s [KF]
[lio] t=1317401071.430 | feat 1657/11911 | map  10704 | icp ok  iter  5 corr  1336 rms 0.0887   12.52 ms | p=(  225.63   -79.04  12.78) v=8.51 m/s
[lio] t=1317401071.534 | feat 1592/11851 | map  10704 | icp ok  iter 12 corr  1215 rms 0.0533   27.84 ms | p=(  226.48   -78.85  12.78) v=8.44 m/s [KF]
[lio] t=1317401071.638 | feat 1691/11450 | map  10502 | icp ok  iter  4 corr  1333 rms 0.0754    9.94 ms | p=(  227.25   -78.69  12.78) v=7.88 m/s
[lio] t=1317401071.742 | feat 1666/11008 | map  10502 | icp ok  iter 12 corr  1260 rms 0.0630   29.69 ms | p=(  228.23   -78.48  12.79) v=8.96 m/s [KF]
[lio] t=1317401071.846 | feat 1792/10928 | map  10385 | icp ok  iter  4 corr  1401 rms 0.0548   11.04 ms | p=(  229.00   -78.32  12.80) v=8.10 m/s
[lio] t=1317401071.950 | feat 1804/10756 | map  10385 | icp ok  iter  7 corr  1325 rms 0.0593   17.61 ms | p=(  229.87   -78.15  12.80) v=8.33 m/s [KF]
[lio] t=1317401072.054 | feat 1701/10524 | map  10318 | icp ok  iter  4 corr  1359 rms 0.0466    9.35 ms | p=(  230.72   -77.96  12.81) v=8.36 m/s
[lio] t=1317401072.158 | feat 1665/10425 | map  10318 | icp ok  iter  4 corr  1282 rms 0.0390   10.43 ms | p=(  231.51   -77.80  12.81) v=7.98 m/s [KF]
[lio] t=1317401072.262 | feat 1681/10264 | map  10110 | icp ok  iter  4 corr  1292 rms 0.0516   10.28 ms | p=(  232.28   -77.62  12.81) v=7.76 m/s
[lio] t=1317401072.366 | feat 1727/10260 | map  10110 | icp ok  iter  5 corr  1346 rms 0.0883   12.40 ms | p=(  233.13   -77.45  12.82) v=8.07 m/s [KF]
[lio] t=1317401072.470 | feat 1749/10122 | map  10012 | icp ok  iter  5 corr  1350 rms 0.0508   12.44 ms | p=(  233.91   -77.28  12.81) v=7.79 m/s
[lio] t=1317401072.574 | feat 1790/10198 | map  10012 | icp ok  iter  4 corr  1327 rms 0.0536   10.72 ms | p=(  234.69   -77.08  12.81) v=7.74 m/s [KF]
[lio] t=1317401072.678 | feat 1890/10361 | map  10053 | icp ok  iter  5 corr  1427 rms 0.0535   13.66 ms | p=(  235.57   -76.94  12.81) v=8.28 m/s
[lio] t=1317401072.781 | feat 1784/10214 | map  10053 | icp ok  iter  5 corr  1334 rms 0.0528   12.94 ms | p=(  236.36   -76.75  12.81) v=7.96 m/s [KF]
[lio] t=1317401072.885 | feat 1826/10135 | map  10047 | icp ok  iter  4 corr  1317 rms 0.0553    9.82 ms | p=(  237.19   -76.59  12.81) v=8.09 m/s
[lio] t=1317401072.989 | feat 1819/10293 | map  10047 | icp ok  iter  5 corr  1325 rms 0.0747   12.83 ms | p=(  238.06   -76.38  12.81) v=8.39 m/s [KF]
[lio] t=1317401073.093 | feat 1705/10173 | map  10112 | icp ok  iter  4 corr  1270 rms 0.0855    9.71 ms | p=(  238.89   -76.22  12.82) v=8.19 m/s
[lio] t=1317401073.197 | feat 1780/10042 | map  10112 | icp ok  iter  4 corr  1289 rms 0.0806   10.03 ms | p=(  239.71   -76.03  12.82) v=8.12 m/s [KF]
[lio] t=1317401073.301 | feat 1822/9978 | map  10057 | icp ok  iter  4 corr  1342 rms 0.0563    9.95 ms | p=(  240.52   -75.86  12.83) v=8.01 m/s
[lio] t=1317401073.405 | feat 1864/9945 | map  10057 | icp ok  iter 12 corr  1312 rms 0.0759   30.47 ms | p=(  241.36   -75.73  12.83) v=8.10 m/s [KF]
[lio] t=1317401073.509 | feat 1970/10087 | map  10106 | icp ok  iter  5 corr  1401 rms 0.0662   13.20 ms | p=(  242.17   -75.53  12.83) v=8.09 m/s
[lio] t=1317401073.613 | feat 2089/10099 | map  10106 | icp ok  iter  4 corr  1496 rms 0.0642   10.94 ms | p=(  242.98   -75.37  12.82) v=7.96 m/s [KF]
[lio] t=1317401073.717 | feat 2183/10290 | map  10222 | icp ok  iter  5 corr  1607 rms 0.0508   14.92 ms | p=(  243.85   -75.20  12.82) v=8.28 m/s
[lio] t=1317401073.821 | feat 2411/10331 | map  10222 | icp ok  iter  4 corr  1690 rms 0.0460   12.14 ms | p=(  244.69   -75.06  12.82) v=8.22 m/s [KF]
[lio] t=1317401073.925 | feat 2541/10535 | map  10531 | icp ok  iter  5 corr  1904 rms 0.0484   17.59 ms | p=(  245.50   -74.86  12.83) v=8.10 m/s
[lio] t=1317401074.029 | feat 2768/10845 | map  10531 | icp ok  iter  3 corr  2034 rms 0.0479   11.52 ms | p=(  246.33   -74.71  12.82) v=8.14 m/s [KF]
[lio] t=1317401074.133 | feat 3047/11162 | map  10963 | icp ok  iter  4 corr  2363 rms 0.0547   15.49 ms | p=(  247.14   -74.52  12.82) v=8.02 m/s
[lio] t=1317401074.237 | feat 3339/11363 | map  10963 | icp ok  iter  4 corr  2535 rms 0.0577   19.54 ms | p=(  247.99   -74.36  12.82) v=8.17 m/s [KF]
[lio] t=1317401074.341 | feat 3614/11730 | map  11554 | icp ok  iter  3 corr  2873 rms 0.0462   14.59 ms | p=(  248.81   -74.17  12.82) v=8.14 m/s
[lio] t=1317401074.445 | feat 3571/12029 | map  11554 | icp ok  iter  4 corr  2787 rms 0.0430   19.58 ms | p=(  249.61   -74.00  12.82) v=7.94 m/s [KF]
[lio] t=1317401074.549 | feat 3643/12464 | map  12082 | icp ok  iter 12 corr  2821 rms 0.0502   60.95 ms | p=(  250.45   -73.82  12.82) v=8.14 m/s
[lio] t=1317401074.653 | feat 3828/12465 | map  12082 | icp ok  iter  4 corr  2957 rms 0.0492   20.64 ms | p=(  251.27   -73.65  12.82) v=8.09 m/s [KF]
[lio] t=1317401074.756 | feat 3777/12623 | map  12600 | icp ok  iter  3 corr  2941 rms 0.0513   15.42 ms | p=(  252.08   -73.47  12.82) v=8.00 m/s
[lio] t=1317401074.860 | feat 3706/12751 | map  12600 | icp ok  iter  3 corr  2808 rms 0.0585   16.24 ms | p=(  252.90   -73.29  12.83) v=8.03 m/s [KF]
[lio] t=1317401074.964 | feat 4033/13102 | map  13086 | icp ok  iter  4 corr  3170 rms 0.0487   23.37 ms | p=(  253.74   -73.11  12.83) v=8.14 m/s
[lio] t=1317401075.068 | feat 3963/13249 | map  13086 | icp ok  iter  4 corr  3081 rms 0.0455   22.91 ms | p=(  254.52   -72.91  12.82) v=7.93 m/s [KF]
[lio] t=1317401075.172 | feat 4101/13294 | map  13551 | icp ok  iter  4 corr  3241 rms 0.0428   22.98 ms | p=(  255.35   -72.75  12.83) v=8.01 m/s
[lio] t=1317401075.276 | feat 4163/13268 | map  13551 | icp ok  iter  7 corr  3261 rms 0.0543   40.78 ms | p=(  256.14   -72.61  12.84) v=7.84 m/s [KF]
[lio] t=1317401075.380 | feat 4472/13252 | map  14054 | icp ok  iter  3 corr  3557 rms 0.0352   17.95 ms | p=(  256.96   -72.44  12.84) v=7.95 m/s
[lio] t=1317401075.484 | feat 4533/13492 | map  14054 | icp ok  iter  3 corr  3544 rms 0.0520   20.33 ms | p=(  257.77   -72.26  12.85) v=7.95 m/s [KF]
[lio] t=1317401075.588 | feat 4482/13622 | map  14534 | icp ok  iter  5 corr  3619 rms 0.0421   32.93 ms | p=(  258.58   -72.10  12.85) v=7.89 m/s
[lio] t=1317401075.692 | feat 4523/13834 | map  14534 | icp ok  iter  3 corr  3593 rms 0.0395   19.61 ms | p=(  259.39   -71.93  12.85) v=7.90 m/s [KF]
[lio] t=1317401075.796 | feat 4505/14088 | map  14979 | icp ok  iter  4 corr  3558 rms 0.0462   27.18 ms | p=(  260.20   -71.76  12.85) v=7.87 m/s
[lio] t=1317401075.900 | feat 4688/14339 | map  14979 | icp ok  iter  4 corr  3586 rms 0.0431   25.67 ms | p=(  260.98   -71.60  12.85) v=7.69 m/s [KF]
[lio] t=1317401076.004 | feat 4733/14445 | map  15345 | icp ok  iter 12 corr  3735 rms 0.0375   81.62 ms | p=(  261.76   -71.45  12.85) v=7.61 m/s
[lio] t=1317401076.108 | feat 4813/14286 | map  15345 | icp ok  iter  3 corr  3630 rms 0.0450   20.97 ms | p=(  262.53   -71.27  12.85) v=7.53 m/s [KF]
[lio] t=1317401076.212 | feat 4753/14388 | map  15791 | icp ok  iter  4 corr  3599 rms 0.0419   26.29 ms | p=(  263.29   -71.10  12.86) v=7.45 m/s
[lio] t=1317401076.316 | feat 4949/14380 | map  15791 | icp ok  iter  3 corr  3700 rms 0.0408   21.18 ms | p=(  264.03   -70.96  12.86) v=7.22 m/s [KF]
[lio] t=1317401076.420 | feat 4930/14441 | map  16214 | icp ok  iter  4 corr  3804 rms 0.0430   26.92 ms | p=(  264.76   -70.82  12.86) v=7.11 m/s
[lio] t=1317401076.523 | feat 4929/14278 | map  16214 | icp ok  iter  4 corr  3608 rms 0.0584   26.24 ms | p=(  265.49   -70.65  12.86) v=7.02 m/s [KF]
[lio] t=1317401076.627 | feat 5079/14458 | map  16625 | icp ok  iter  3 corr  3799 rms 0.0447   21.33 ms | p=(  266.20   -70.52  12.86) v=6.84 m/s
[lio] t=1317401076.731 | feat 5061/14608 | map  16625 | icp ok  iter  3 corr  3809 rms 0.0362   21.49 ms | p=(  266.87   -70.37  12.86) v=6.59 m/s [KF]
[lio] t=1317401076.835 | feat 5137/14593 | map  17111 | icp ok  iter  4 corr  3838 rms 0.0394   28.94 ms | p=(  267.54   -70.25  12.86) v=6.43 m/s
[lio] t=1317401076.939 | feat 5045/14486 | map  17111 | icp ok  iter  3 corr  3768 rms 0.0406   22.08 ms | p=(  268.19   -70.10  12.86) v=6.26 m/s [KF]
[lio] t=1317401077.043 | feat 4865/14362 | map  17498 | icp ok  iter  4 corr  3587 rms 0.0402   25.76 ms | p=(  268.80   -69.98  12.87) v=5.96 m/s
[lio] t=1317401077.147 | feat 4849/14454 | map  17498 | icp ok  iter  4 corr  3511 rms 0.0459   27.02 ms | p=(  269.39   -69.86  12.87) v=5.67 m/s [KF]
[lio] t=1317401077.251 | feat 4850/14682 | map  17735 | icp ok  iter  3 corr  3543 rms 0.0408   19.20 ms | p=(  269.97   -69.73  12.87) v=5.48 m/s
[lio] t=1317401077.355 | feat 5115/14870 | map  17735 | icp ok  iter  4 corr  3745 rms 0.0407   27.99 ms | p=(  270.52   -69.63  12.88) v=5.24 m/s [KF]
[lio] t=1317401077.459 | feat 5252/15127 | map  18122 | icp ok  iter  3 corr  3927 rms 0.0411   21.78 ms | p=(  271.02   -69.53  12.87) v=4.87 m/s
[lio] t=1317401077.563 | feat 5157/15313 | map  18122 | icp ok  iter  4 corr  3745 rms 0.0497   27.37 ms | p=(  271.52   -69.44  12.86) v=4.66 m/s [KF]
[lio] t=1317401077.667 | feat 5462/15553 | map  18478 | icp ok  iter  3 corr  4094 rms 0.0380   22.56 ms | p=(  271.98   -69.36  12.86) v=4.36 m/s
[lio] t=1317401077.771 | feat 5370/15566 | map  18478 | icp ok  iter  4 corr  3919 rms 0.0542   28.24 ms | p=(  272.40   -69.28  12.86) v=4.05 m/s
[lio] t=1317401077.875 | feat 5490/15943 | map  18478 | icp ok  iter  4 corr  4038 rms 0.0468   30.24 ms | p=(  272.83   -69.18  12.87) v=3.92 m/s [KF]
[lio] t=1317401077.979 | feat 5540/16027 | map  18866 | icp ok  iter  5 corr  4041 rms 0.0633   34.61 ms | p=(  273.21   -69.10  12.86) v=3.59 m/s
[lio] t=1317401078.083 | feat 5487/16123 | map  18866 | icp ok  iter  4 corr  3959 rms 0.0484   30.30 ms | p=(  273.55   -69.05  12.85) v=3.22 m/s
[lio] t=1317401078.187 | feat 5662/16175 | map  18866 | icp ok  iter  5 corr  4112 rms 0.0414   37.07 ms | p=(  273.85   -68.99  12.85) v=2.89 m/s [KF]
[lio] t=1317401078.291 | feat 5422/16040 | map  19159 | icp ok  iter  4 corr  4019 rms 0.0396   29.37 ms | p=(  274.15   -68.94  12.85) v=2.69 m/s
[lio] t=1317401078.395 | feat 5509/15947 | map  19159 | icp ok  iter  4 corr  4101 rms 0.0369   28.02 ms | p=(  274.40   -68.90  12.86) v=2.33 m/s
[lio] t=1317401078.499 | feat 5385/15842 | map  19159 | icp ok  iter  3 corr  3978 rms 0.0398   22.42 ms | p=(  274.65   -68.86  12.87) v=2.16 m/s
[lio] t=1317401078.603 | feat 5344/15852 | map  19159 | icp ok  iter  3 corr  3959 rms 0.0442   21.70 ms | p=(  274.85   -68.81  12.87) v=1.88 m/s [KF]
[lio] t=1317401078.707 | feat 5561/15872 | map  19458 | icp ok  iter  3 corr  4202 rms 0.0445   23.74 ms | p=(  275.02   -68.79  12.87) v=1.62 m/s
[lio] t=1317401078.811 | feat 5425/16112 | map  19458 | icp ok  iter  4 corr  3988 rms 0.0435   28.50 ms | p=(  275.20   -68.77  12.87) v=1.59 m/s
[lio] t=1317401078.915 | feat 5425/16140 | map  19458 | icp ok  iter  3 corr  3995 rms 0.0348   20.92 ms | p=(  275.38   -68.73  12.87) v=1.60 m/s
[lio] t=1317401079.019 | feat 5526/16005 | map  19458 | icp ok  iter  3 corr  4153 rms 0.0473   23.15 ms | p=(  275.52   -68.69  12.87) v=1.48 m/s
[lio] t=1317401079.123 | feat 5553/16207 | map  19458 | icp ok  iter  4 corr  4099 rms 0.0365   29.29 ms | p=(  275.68   -68.67  12.87) v=1.44 m/s
[lio] t=1317401079.227 | feat 5612/16225 | map  19458 | icp ok  iter  3 corr  4203 rms 0.0450   22.32 ms | p=(  275.82   -68.65  12.87) v=1.34 m/s
[lio] t=1317401079.331 | feat 5546/16325 | map  19458 | icp ok  iter  3 corr  4091 rms 0.0477   23.78 ms | p=(  275.95   -68.62  12.87) v=1.27 m/s [KF]
[lio] t=1317401079.435 | feat 5447/16267 | map  19865 | icp ok  iter  3 corr  4179 rms 0.0327   21.62 ms | p=(  276.08   -68.61  12.87) v=1.20 m/s
[lio] t=1317401079.539 | feat 5679/16418 | map  19865 | icp ok  iter  4 corr  4359 rms 0.0508   30.89 ms | p=(  276.22   -68.59  12.87) v=1.26 m/s
[lio] t=1317401079.643 | feat 5779/16393 | map  19865 | icp ok  iter  4 corr  4492 rms 0.0560   31.93 ms | p=(  276.34   -68.58  12.87) v=1.19 m/s
[lio] t=1317401079.747 | feat 5747/16456 | map  19865 | icp ok  iter  3 corr  4488 rms 0.0535   24.71 ms | p=(  276.47   -68.56  12.86) v=1.20 m/s
[lio] t=1317401079.851 | feat 5795/16349 | map  19865 | icp ok  iter  4 corr  4491 rms 0.0573   31.87 ms | p=(  276.60   -68.53  12.86) v=1.23 m/s
[lio] t=1317401079.955 | feat 5744/16414 | map  19865 | icp ok  iter  4 corr  4410 rms 0.0562   31.82 ms | p=(  276.71   -68.51  12.86) v=1.18 m/s
[lio] t=1317401080.059 | feat 5690/16410 | map  19865 | icp ok  iter  3 corr  4386 rms 0.0630   25.48 ms | p=(  276.85   -68.49  12.86) v=1.24 m/s
[lio] t=1317401080.163 | feat 5707/16219 | map  19865 | icp ok  iter  4 corr  4409 rms 0.0589   31.04 ms | p=(  276.97   -68.46  12.86) v=1.23 m/s [KF]
[lio] t=1317401080.267 | feat 5655/16234 | map  20364 | icp ok  iter  4 corr  4452 rms 0.0519   28.39 ms | p=(  277.10   -68.44  12.86) v=1.21 m/s
[lio] t=1317401080.370 | feat 5740/16251 | map  20364 | icp ok  iter  3 corr  4523 rms 0.0612   24.68 ms | p=(  277.22   -68.43  12.86) v=1.19 m/s
[lio] t=1317401080.474 | feat 5666/16266 | map  20364 | icp ok  iter  3 corr  4424 rms 0.0672   24.84 ms | p=(  277.35   -68.41  12.86) v=1.22 m/s
[lio] t=1317401080.578 | feat 5587/16242 | map  20364 | icp ok  iter  3 corr  4268 rms 0.0627   22.69 ms | p=(  277.48   -68.38  12.86) v=1.30 m/s
